Store Name,Address,Region,Product,Draw Date,Value
TOTTENHAM MILK AND  VARIETY,1 QUEEN ST S L0G-1W0 TOTTENHAM,TOTTENHAM,Encore - Lotto Max,28-Apr-2023,10000.0
TOWN & COUNTRY MARKET,4033 HURONTARIO ST L4Z-0B8 MISSISSAUGA,MISSISSAUGA,Pick 4,23-Apr-2023,10000.0
UNI MARKET + CONVENIENCE,573 MAPLE AVE L7S-2E8 BURLINGTON,BURLINGTON,POWER UP,31-2368,10000.0
VARIETY NORTHVIEW MART,10635 CREDITVIEW RD L7A-0T4 BRAMPTON,BRAMPTON,Encore - Pick 4,20-Jul-2023,10000.0
VB NEIGHBOURHOOD VARIETY,155 MORNINGSIDE AVE M1E-3C8 SCARBOROUGH,SCARBOROUGH,Daily Keno,30-Apr-2023,10000.0
VICKY'S CONVENIENCE,205 MARYCROFT AVE L4L-5X8 WOODBRIDGE,WOODBRIDGE,Daily Keno,08-Apr-2023,10000.0
VICTORIA CONVENIENCE,113 VICTORIA AVE K8N-2A7 BELLEVILLE,BELLEVILLE,Encore - 649,01-Jul-2023,10000.0
VINCE'S MARKET UXBRIDGE,234 TORONTO ST S L9P-0C4 UXBRIDGE,UXBRIDGE,Lottario,10-Jun-2023,10000.0
WARDEN CONVENIENCE,2537 WARDEN AVE M1W-2H5 SCARBOROUGH,SCARBOROUGH,Daily Keno,30-Jun-2023,10000.0
WEST END CONVENIENCE,499 DUNDAS ST W K8V-6C4 TRENTON,TRENTON,Daily Keno,27-Aug-2023,10000.0
WESTDALE LOTTERY SERVICES,1151 DUNDAS ST W L5C-1C6 MISSISSAUGA,MISSISSAUGA,Daily Keno,26-Mar-2023,10000.0
WESTNEY AT #2 FOOD MART,15 WESTNEY RD N L1T-1P5 AJAX,AJAX,Pick 4,28-Jul-2023,10000.0
WILSON MYSTOP CONVENIENCE,1900 WILSON AVE M9M-1A8 NORTH YORK,YORK,Lotto 649,22-Jul-2023,10000.0
WILSON MYSTOP CONVENIENCE,1900 WILSON AVE M9M-1A8 NORTH YORK,YORK,Pick 4,26-Mar-2023,10000.0
ZEHRS #528 - CONESTOGA,555 DAVENPORT RD N2L-6L2 WATERLOO,WATERLOO,CASH IN,31-2367,10000.0
ZEHRS #560 - LAURENTIAN P.C,750 OTTAWA ST S N2E-1B6 KITCHENER,KITCHENER,Encore - 649,18-Mar-2023,10000.0
ZEHRS #565 - BIG BAY POINT,620 YONGE ST L4N-4E6 BARRIE,BARRIE,Encore - 649,12-Jul-2023,10000.0
